"ID"	"Gene.title"	"Gene.symbol"	"Gene.ID"	"UniGene.title"	"UniGene.symbol"	"UniGene.ID"	"Nucleotide.Title"	"GI"	"GenBank.Accession"	"Platform_CLONEID"	"Platform_ORF"	"Platform_SPOTID"	"Chromosome.location"	"Chromosome.annotation"	"GO.Function"	"GO.Process"	"GO.Component"	"GO.Function.ID"	"GO.Process.ID"	"GO.Component.ID"	"acute.control"	"control.latent"	"control.chronic"	"AveExpr"	"F"	"P.Value"	"adj.P.Val"	"logFC"	"rank_by_logFC"
222008	"nonhomologous end-joining factor 1///nonhomologous end-joining factor 1"	"Nhej1///Nhej1"	"363251///363251"	"Nonhomologous end-joining factor 1"	"Nhej1"	"Rn.35483"	"UI-R-CU0s-cbw-d-05-0-UI.s1 UI-R-CU0s Rattus norvegicus cDNA clone UI-R-CU0s-cbw-d-05-0-UI 3-, mRNA sequence///Rattus norvegicus nonhomologous end-joining factor 1, mRNA (cDNA clone MGC:93961 IMAGE:7114269), complete cds"	"14932480///50927345"	"BI282085///BC079033"	NA	NA	""	"9q33///9q33"	"Chromosome 9, NC_005108.4 (82230230..82327923, complement)///Chromosome 9, NC_005108.4 (82230230..82327923, complement)"	"DNA binding///molecular_function///DNA binding///molecular_function"	"B cell differentiation///B cell differentiation///DNA recombination///T cell differentiation///T cell differentiation///biological_process///double-strand break repair via nonhomologous end joining///double-strand break repair via nonhomologous end joining///response to ionizing radiation///response to ionizing radiation///B cell differentiation///B cell differentiation///DNA recombination///T cell differentiation///T cell differentiation///biological_process///double-strand break repair via nonhomologous end joining///double-strand break repair via nonhomologous end joining///response to ionizing radiation///response to ionizing radiation"	"cellular_component///nonhomologous end joining complex///nonhomologous end joining complex///nucleus///nucleus///cellular_component///nonhomologous end joining complex///nonhomologous end joining complex///nucleus///nucleus"	"GO:0003677///GO:0003674///GO:0003677///GO:0003674"	"GO:0030183///GO:0030183///GO:0006310///GO:0030217///GO:0030217///GO:0008150///GO:0006303///GO:0006303///GO:0010212///GO:0010212///GO:0030183///GO:0030183///GO:0006310///GO:0030217///GO:0030217///GO:0008150///GO:0006303///GO:0006303///GO:0010212///GO:0010212"	"GO:0005575///GO:0070419///GO:0070419///GO:0005634///GO:0005634///GO:0005575///GO:0070419///GO:0070419///GO:0005634///GO:0005634"	1.28056726006667	-0.641396080066666	-0.426644589866666	1.705633842	29.2562261875494	1.72558441368118e-06	0.000349459258177413	-0.413524937910006	66
293056	"ribonucleotide reductase catalytic subunit M1"	"Rrm1"	"685579"	""	""	""	"Rattus norvegicus ribonucleotide reductase M1, mRNA (cDNA clone MGC:94742 IMAGE:7193834), complete cds"	"55250767"	"BC085906"	NA	NA	""	"1q32"	"Chromosome 1, NC_005100.4 (167538387..167562688)"	"ATP binding///molecular_function///purine nucleotide binding///ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor///ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor///contributes_to ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"	"DNA replication///cell proliferation in forebrain///deoxyribonucleotide biosynthetic process///deoxyribonucleotide biosynthetic process///male gonad development///mitotic cell cycle///oxidation-reduction process///protein heterotetramerization///protein heterotetramerization///protein oligomerization///pyrimidine nucleobase metabolic process///response to ionizing radiation///retina development in camera-type eye"	"cell projection///cytoplasm///cytoplasm///extracellular exosome///extracellular exosome///neuronal cell body///nuclear envelope///ribonucleoside-diphosphate reductase complex"	"GO:0005524///GO:0003674///GO:0017076///GO:0004748///GO:0004748///contributes_to GO:0004748"	"GO:0006260///GO:0021846///GO:0009263///GO:0009263///GO:0008584///GO:0000278///GO:0055114///GO:0051290///GO:0051290///GO:0051259///GO:0006206///GO:0010212///GO:0060041"	"GO:0042995///GO:0005737///GO:0005737///GO:0070062///GO:0070062///GO:0043025///GO:0005635///GO:0005971"	2.70148038693333	-0.491636946933332	-0.090766376933332	4.84047856733333	29.2484754224477	1.72846833226772e-06	0.000349459258177413	-0.841399482729363	28
190015	""	""	""	"Transcribed locus, moderately similar to NP_113888.2 Cldn3 gene product [Rat..."	""	"Rn.166656"	"UI-R-BJ0p-afm-h-09-0-UI.s1 UI-R-BJ0p Rattus norvegicus cDNA clone UI-R-BJ0p-afm-h-09-0-UI 3-, mRNA sequence"	"6965208"	"AW433901"	NA	NA	""	""	""	""	""	""	""	""	""	4.444447962	-4.0916856208	-2.7822831722	6.42373081316667	28.9514282431558	1.84322523559248e-06	0.000368276402071377	-0.531407202632227	55
82100	""	""	""	"Transcribed locus"	""	"Rn.146729"	"UI-R-FJ0-cpw-e-08-0-UI.s1 UI-R-FJ0 Rattus norvegicus cDNA clone UI-R-FJ0-cpw-e-08-0-UI 3-, mRNA sequence"	"24995195"	"CA504241"	NA	NA	""	""	""	""	""	""	""	""	""	2.57306095726667	-0.643266833866666	0.0830252439333337	1.906890707	28.7490082737598	1.9263756402657e-06	0.000371165762634162	0.43226347744907	64
281104	"interferon gamma receptor 1"	"Ifngr1"	"116465"	""	""	""	"Rattus norvegicus interferon gamma receptor 1 (Ifngr1), mRNA"	"16758623"	"NM_053783"	NA	NA	""	"1p12"	"Chromosome 1, NC_005100.4 (15062380..15080815)"	"cytokine receptor activity///interleukin-20 binding///molecular_function"	"biological_process///cytokine-mediated signaling pathway"	"dendrite///endoplasmic reticulum///integral component of membrane///plasma membrane///postsynaptic density///vesicle"	"GO:0004896///GO:0042015///GO:0003674"	"GO:0008150///GO:0019221"	"GO:0030425///GO:0005783///GO:0016021///GO:0005886///GO:0014069///GO:0031982"	6.88574385966666	-8.79495527166666	-4.55272296086667	12.2002358419444	28.703144477109	1.9458017255097e-06	0.000371165762634162	-0.82522461597961	30
24046	""	""	""	"Transcribed locus, strongly similar to XP_003754002.1 PREDICTED: activating ..."	""	"Rn.9033"	"UI-R-CA0-bgv-a-06-0-UI.s1 UI-R-CA0 Rattus norvegicus cDNA clone UI-R-CA0-bgv-a-06-0-UI 3-, mRNA sequence"	"11378657"	"BF393794"	NA	NA	""	""	""	""	""	""	""	""	""	1.37496421166667	-0.509968904066666	-0.0794086106666656	3.41955523688889	28.3727389664285	2.0925001860726e-06	0.000389435115135973	-1.31441462589122	4
21015	""	""	""	"Transcribed locus"	""	"Rn.214025"	"UI-R-FJ0-cpx-l-02-0-UI.r1 UI-R-FJ0 Rattus norvegicus cDNA clone UI-R-FJ0-cpx-l-02-0-UI 5-, mRNA sequence"	"25003096"	"CA512142"	NA	NA	""	""	""	""	""	""	""	""	""	1.03115772646667	-0.244980771466666	0.0628731497333335	1.85948980261111	28.2042061699845	2.17213289309149e-06	0.000389435115135973	-0.850641811242104	27
262055	"Rho guanine nucleotide exchange factor 19"	"Arhgef19"	"362648"	"Rho guanine nucleotide exchange factor (GEF) 19"	"Arhgef19"	"Rn.100374"	"UI-R-DZ1-cnd-g-07-0-UI.s1 NCI_CGAP_DZ1 Rattus norvegicus cDNA clone IMAGE:7344129 3-, mRNA sequence"	"20416817"	"BQ200352"	NA	NA	""	"5q36"	"Chromosome 5, NC_005104.4 (159755535..159773699)"	"Rho guanyl-nucleotide exchange factor activity"	"positive regulation of GTPase activity///positive regulation of GTPase activity///regulation of Rho protein signal transduction///regulation of actin cytoskeleton organization///regulation of actin cytoskeleton organization///wound healing///wound healing"	""	"GO:0005089"	"GO:0043547///GO:0043547///GO:0035023///GO:0032956///GO:0032956///GO:0042060///GO:0042060"	""	2.69688157526667	-0.811004230266667	-0.439283597866666	3.23292480772222	28.1792454155932	2.18421672505108e-06	0.000389435115135973	-0.261547781515196	74
221021	"DLG associated protein 5"	"Dlgap5"	"289997"	"Discs, large (Drosophila) homolog-associated protein 5"	"Dlgap5"	"Rn.3137"	"EST445824 Rat Gene Index, normalized rat, Rattus norvegicus cDNA Rattus norvegicus cDNA clone RGIAB73 3- sequence, mRNA sequence"	"11212303"	"BF281149"	NA	NA	""	"15p14"	"Chromosome 15, NC_005114.4 (24167484..24199414, complement)"	"phosphoprotein phosphatase activity///phosphoprotein phosphatase activity"	"protein dephosphorylation///signaling"	"cytoplasm///cytoplasm///microtubule organizing center///nucleus///nucleus///spindle pole centrosome///spindle pole centrosome"	"GO:0004721///GO:0004721"	"GO:0006470///GO:0023052"	"GO:0005737///GO:0005737///GO:0005815///GO:0005634///GO:0005634///GO:0031616///GO:0031616"	2.2280889746	-0.8046617102	-0.2951709256	1.56007144455556	28.1456419445713	2.20060520254339e-06	0.000389435115135973	0.51419474535645	57
87022	"leukocyte immunoglobulin like receptor B4"	"Lilrb4"	"292594"	""	""	""	"Rattus norvegicus GP49B1 (Gp49b) mRNA, complete cds, alternatively spliced"	"38194514"	"AY359280"	NA	NA	""	"1q12"	"Chromosome 1, NC_005100.4 (73393946..73399448, complement)"	""	"negative regulation of osteoclast differentiation///negative regulation of pri-miRNA transcription from RNA polymerase II promoter"	"extracellular exosome///integral component of membrane"	""	"GO:0045671///GO:1902894"	"GO:0070062///GO:0016021"	0.5817203702	-0.0550697004	-0.0396488452	0.333939724833333	27.9486121460094	2.2995496684928e-06	0.000400546174564238	0.800738100282578	32
313093	""	""	""	"Similar to germinal histone H4 gene"	"LOC680097"	"Rn.44120"	"UI-R-BS2-bep-e-09-0-UI.s1 UI-R-BS2 Rattus norvegicus cDNA clone UI-R-BS2-bep-e-09-0-UI 3-, mRNA sequence"	"11383492"	"BF398501"	NA	NA	""	""	""	""	""	""	""	""	""	0.6726806176	-0.377040803	-0.2046573654	1.00245144466667	27.8856038462421	2.33224867375201e-06	0.000404169175778881	-0.57553876460273	51
189073	"acyl-CoA dehydrogenase, long chain"	"Acadl"	"25287"	""	""	""	"Rattus norvegicus acyl-CoA dehydrogenase, long chain (Acadl), mRNA"	"6978430"	"NM_012819"	NA	NA	""	"9q32"	"Chromosome 9, NC_005108.4 (73833368..73871857, complement)"	"electron carrier activity///fatty-acyl-CoA binding///flavin adenine dinucleotide binding///long-chain-acyl-CoA dehydrogenase activity///long-chain-acyl-CoA dehydrogenase activity///oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor///palmitoyl-CoA oxidase activity///palmitoyl-CoA oxidase activity"	"carnitine catabolic process///carnitine metabolic process, CoA-linked///carnitine metabolic process, CoA-linked///cellular lipid catabolic process///fatty acid beta-oxidation using acyl-CoA dehydrogenase///fatty acid beta-oxidation using acyl-CoA dehydrogenase///fatty acid catabolic process///lipid homeostasis///long-chain fatty acid catabolic process///negative regulation of fatty acid biosynthetic process///negative regulation of fatty acid oxidation///oxidation-reduction process///protein homotetramerization///regulation of cholesterol metabolic process///response to cold///temperature homeostasis"	"mitochondrial matrix///mitochondrial membrane///mitochondrion///mitochondrion"	"GO:0009055///GO:0000062///GO:0050660///GO:0004466///GO:0004466///GO:0052890///GO:0016401///GO:0016401"	"GO:0042413///GO:0019254///GO:0019254///GO:0044242///GO:0033539///GO:0033539///GO:0009062///GO:0055088///GO:0042758///GO:0045717///GO:0046322///GO:0055114///GO:0051289///GO:0090181///GO:0009409///GO:0001659"	"GO:0005759///GO:0031966///GO:0005739///GO:0005739"	3.00622247893333	-1.97761632793333	-0.737721326333332	5.48607712788889	27.6718963973337	2.44714704961337e-06	0.000410159678356278	-0.867823123447695	25
224108	""	""	""	"Transcribed locus"	""	"Rn.121380"	"UI-R-FJ0-cqc-l-22-0-UI.s1 UI-R-FJ0 Rattus norvegicus cDNA clone UI-R-FJ0-cqc-l-22-0-UI 3-, mRNA sequence"	"24997917"	"CA506963"	NA	NA	""	""	""	""	""	""	""	""	""	1.0020306246	-0.251837196	-0.0403599813999999	0.581718891777778	27.5081738986744	2.53952181977194e-06	0.000418725233642591	0.784532538936747	34
180041	"inositol-3-phosphate synthase 1"	"Isyna1"	"290651"	""	""	""	"Rattus norvegicus myo-inositol 1-phosphate synthase A1, mRNA (cDNA clone IMAGE:7113337)"	"50926907"	"BC079011"	NA	NA	""	"16p14"	"Chromosome 16, NC_005115.4 (20589497..20592333, complement)"	"inositol-3-phosphate synthase activity///inositol-3-phosphate synthase activity"	"inositol biosynthetic process///phospholipid biosynthetic process"	"cytoplasm"	"GO:0004512///GO:0004512"	"GO:0006021///GO:0008654"	"GO:0005737"	11.021693962	-1.5140636	0.670914318000003	16.99146657	27.2545045885518	2.69056474389434e-06	0.000435179629005311	-0.624464406299994	48
299102	"CDC28 protein kinase regulatory subunit 2"	"Cks2"	"498709"	"CDC28 protein kinase regulatory subunit 2"	"Cks2"	"Rn.6116"	"UI-R-DZ0-cmw-g-05-0-UI.s1 NCI_CGAP_DZ0 Rattus norvegicus cDNA clone IMAGE:7339135 3-, mRNA sequence"	"20367770"	"BQ192219"	NA	NA	""	"17p14"	"Chromosome 17, NC_005116.4 (13587664..13593423, complement)"	"chromatin binding///cyclin-dependent protein serine/threonine kinase activator activity///histone binding///kinase activity///molecular_function///protein kinase binding///ubiquitin binding"	"biological_process///cell division///cell proliferation///meiosis I///mitotic cell cycle phase transition///phosphorylation///positive regulation of cyclin-dependent protein serine/threonine kinase activity///positive regulation of transcription, DNA-templated///regulation of mitotic cell cycle///regulation of transcription from RNA polymerase II promoter"	"SCF ubiquitin ligase complex///cellular_component///cyclin-dependent protein kinase holoenzyme complex"	"GO:0003682///GO:0061575///GO:0042393///GO:0016301///GO:0003674///GO:0019901///GO:0043130"	"GO:0008150///GO:0051301///GO:0008283///GO:0007127///GO:0044772///GO:0016310///GO:0045737///GO:0045893///GO:0007346///GO:0006357"	"GO:0019005///GO:0005575///GO:0000307"	1.59332105713333	-0.392746838333333	-0.138572345933333	0.8397547475	27.1798325116508	2.73694932524922e-06	0.000438505758402901	0.923997050089093	22
210080	""	""	""	"Transcribed locus"	""	"Rn.43480"	"UI-R-CW0-bwm-a-11-0-UI.s1 UI-R-CW0 Rattus norvegicus cDNA clone UI-R-CW0-bwm-a-11-0-UI 3-, mRNA sequence"	"14919772"	"BI275651"	NA	NA	""	""	""	""	""	""	""	""	""	1.11120208253333	-0.330820188933333	-0.155838753933333	1.9492352705	27.0964743601234	2.78980412206626e-06	0.000441681058677355	-0.810787024543081	31
195063	"cell division cycle associated 2"	"Cdca2"	"305984"	"Cell division cycle associated 2"	"Cdca2"	"Rn.49950"	"UI-R-BS1-ayc-e-04-0-UI.s1 UI-R-BS1 Rattus norvegicus cDNA clone UI-R-BS1-ayc-e-04-0-UI 3-, mRNA sequence"	"8508477"	"BE116372"	NA	NA	""	"15p12"	"Chromosome 15, NC_005114.4 (44365396..44411309, complement)"	""	"cell division///chromosome segregation///chromosome segregation///positive regulation of protein dephosphorylation///positive regulation of protein dephosphorylation"	"chromosome///chromosome///cytoplasm///cytoplasm///nucleoplasm///nucleoplasm"	""	"GO:0051301///GO:0007059///GO:0007059///GO:0035307///GO:0035307"	"GO:0005694///GO:0005694///GO:0005737///GO:0005737///GO:0005654///GO:0005654"	0.4638833116	-0.0562982564	0.0497851380000002	0.670946686	26.8817907810286	2.93134098137069e-06	0.000460953369320541	-0.532436187640778	54
194015	"armadillo repeat containing 5"	"Armc5"	"361653"	"Armadillo repeat containing 5"	"Armc5"	"Rn.15020"	"UI-R-CN1-cjq-l-09-0-UI.s1 UI-R-CN1 Rattus norvegicus cDNA clone UI-R-CN1-cjq-l-09-0-UI 3-, mRNA sequence"	"18190457"	"BM390404"	NA	NA	""	"1q36"	"Chromosome 1, NC_005100.4 (199655647..199662414)"	""	""	"cytoplasm///cytoplasm"	""	""	"GO:0005737///GO:0005737"	0.884663848999999	-1.8045246388	-0.9338308832	5.35945824872222	26.7336466653131	3.03375908759565e-06	0.000469924858663777	-2.59888590080769	1
122020	"non-SMC condensin I complex, subunit D2"	"Ncapd2"	"362438"	"Non-SMC condensin I complex, subunit D2"	"Ncapd2"	"Rn.7870"	"UI-R-C0-hc-c-10-0-UI.r1 UI-R-C0 Rattus norvegicus cDNA clone UI-R-C0-hc-c-10-0-UI 5-, mRNA sequence"	"11667469"	"BF557739"	NA	NA	""	"4q42"	"Chromosome 4, NC_005103.4 (157682855..157705767, complement)"	"histone binding///histone binding"	"cell division///mitotic chromosome condensation///mitotic chromosome condensation"	"condensed chromosome///condensin complex///condensin complex///cytoplasm///cytoplasm///colocalizes_with cytoplasm///membrane///membrane///nuclear chromosome///colocalizes_with nuclear chromosome///nucleoplasm///nucleoplasm///pronucleus"	"GO:0042393///GO:0042393"	"GO:0051301///GO:0007076///GO:0007076"	"GO:0000793///GO:0000796///GO:0000796///GO:0005737///GO:0005737///colocalizes_with GO:0005737///GO:0016020///GO:0016020///GO:0000228///colocalizes_with GO:0000228///GO:0005654///GO:0005654///GO:0045120"	1.415432493	-0.5068728542	-0.1714926494	1.56084957661111	26.719522205402	3.04373399593802e-06	0.000469924858663777	-0.141088563868677	84
32039	"NAD(P)H quinone dehydrogenase 1"	"Nqo1"	"24314"	""	""	""	"Rattus norvegicus NAD(P)H quinone dehydrogenase 1 (Nqo1), mRNA"	"166064011"	"NM_017000"	NA	NA	""	"19q12"	"Chromosome 19, NC_005118.4 (38422210..38437103)"	"NAD(P)H dehydrogenase (quinone) activity///NAD(P)H dehydrogenase (quinone) activity///identical protein binding///identical protein binding///poly(A) RNA binding///poly(A) RNA binding///superoxide dismutase activity"	"aging///negative regulation of apoptotic process///negative regulation of catalytic activity///negative regulation of catalytic activity///oxidation-reduction process///positive regulation of neuron apoptotic process///removal of superoxide radicals///response to estradiol///response to ethanol///response to nutrient///response to organic cyclic compound///response to oxidative stress///response to oxidative stress///superoxide metabolic process"	"cytoplasm///cytosol///extracellular exosome///extracellular exosome///neuronal cell body"	"GO:0003955///GO:0003955///GO:0042802///GO:0042802///GO:0044822///GO:0044822///GO:0004784"	"GO:0007568///GO:0043066///GO:0043086///GO:0043086///GO:0055114///GO:0043525///GO:0019430///GO:0032355///GO:0045471///GO:0007584///GO:0014070///GO:0006979///GO:0006979///GO:0006801"	"GO:0005737///GO:0005829///GO:0070062///GO:0070062///GO:0043025"	1.69647634506667	-0.677070777066666	-0.331555838466666	2.27600272338889	26.3793302586372	3.2955941271701e-06	0.00049972388447973	-0.423960970053577	65
130036	"defective in cullin neddylation 1 domain containing 4"	"Dcun1d4"	"360928"	"DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)"	"Dcun1d4"	"Rn.20231"	"UI-R-BO0-aii-h-02-0-UI.r1 UI-R-BO0 Rattus norvegicus cDNA clone UI-R-BO0-aii-h-02-0-UI 5-, mRNA sequence"	"11672750"	"BF563020"	NA	NA	""	"14p11"	"Chromosome 14, NC_005113.4 (37210721..37284612, complement)"	"cullin family protein binding///ubiquitin conjugating enzyme binding///ubiquitin-like protein binding"	"positive regulation of ubiquitin-protein transferase activity///protein neddylation"	"nucleus///nucleus///ubiquitin ligase complex"	"GO:0097602///GO:0031624///GO:0032182"	"GO:0051443///GO:0045116"	"GO:0005634///GO:0005634///GO:0000151"	0.827230634733333	-0.438096366333333	-0.0733617557333328	1.60292970766667	26.2576640721107	3.39134398202193e-06	0.000509413167775033	-0.95434964231483	20
297089	"Fanconi anemia, complementation group D2"	"Fancd2"	"312641"	"Fanconi anemia, complementation group D2"	"Fancd2"	"Rn.203979"	"UI-R-FJ0-cpx-p-12-0-UI.s1 UI-R-FJ0 Rattus norvegicus cDNA clone UI-R-FJ0-cpx-p-12-0-UI 3-, mRNA sequence"	"24995974"	"CA505020"	NA	NA	""	"4q42"	"Chromosome 4, NC_005103.4 (145489869..145551479)"	"DNA polymerase binding///DNA polymerase binding///molecular_function"	"DNA repair///biological_process///brain morphogenesis///cellular response to DNA damage stimulus///cellular response to oxidative stress///gamete generation///gamete generation///neuronal stem cell population maintenance///regulation of CD40 signaling pathway///regulation of inflammatory response///regulation of regulatory T cell differentiation///regulation of sequence-specific DNA binding transcription factor activity///response to gamma radiation///response to gamma radiation///synapsis///synapsis"	"cellular_component///condensed chromosome///condensed chromosome///cytoplasm///cytoplasm///nucleolus///nucleolus///nucleus///nucleus"	"GO:0070182///GO:0070182///GO:0003674"	"GO:0006281///GO:0008150///GO:0048854///GO:0006974///GO:0034599///GO:0007276///GO:0007276///GO:0097150///GO:2000348///GO:0050727///GO:0045589///GO:0051090///GO:0010332///GO:0010332///GO:0007129///GO:0007129"	"GO:0005575///GO:0000793///GO:0000793///GO:0005737///GO:0005737///GO:0005730///GO:0005730///GO:0005634///GO:0005634"	0.986798918066666	-0.192090143866667	0.0801553463333334	1.18280521122222	26.1517152233405	3.47730024915786e-06	0.000515039128207358	-0.261384465863427	75
131063	"8-oxoguanine DNA glycosylase"	"Ogg1"	"81528"	""	""	""	"Rattus norvegicus 8-oxoguanine DNA glycosylase (Ogg1), mRNA"	"13540700"	"NM_030870"	NA	NA	""	"4q42"	"Chromosome 4, NC_005103.4 (145282831..145289367)"	"8-oxo-7,8-dihydroguanine DNA N-glycosylase activity///8-oxo-7,8-dihydroguanine DNA N-glycosylase activity///DNA N-glycosylase activity///damaged DNA binding///damaged DNA binding///microtubule binding///microtubule binding///oxidized purine DNA binding///oxidized purine DNA binding///oxidized purine nucleobase lesion DNA N-glycosylase activity///oxidized purine nucleobase lesion DNA N-glycosylase activity"	"DNA repair///acute inflammatory response///aging///aging///base-excision repair///base-excision repair///cellular response to DNA damage stimulus///cellular response to cadmium ion///negative regulation of apoptotic process///negative regulation of double-strand break repair via single-strand annealing///negative regulation of double-strand break repair via single-strand annealing///nucleotide-excision repair, DNA incision///nucleotide-excision repair, DNA incision///regulation of protein import into nucleus, translocation///regulation of protein import into nucleus, translocation///regulation of transcription, DNA-templated///regulation of transcription, DNA-templated///response to drug///response to estradiol///response to ethanol///response to folic acid///response to light stimulus///response to oxidative stress///response to oxidative stress///response to radiation///response to radiation"	"mitochondrion///mitochondrion///nuclear matrix///nuclear matrix///nuclear speck///nuclear speck///nucleoplasm///nucleoplasm///nucleus///nucleus///protein complex///protein complex"	"GO:0034039///GO:0034039///GO:0019104///GO:0003684///GO:0003684///GO:0008017///GO:0008017///GO:0032357///GO:0032357///GO:0008534///GO:0008534"	"GO:0006281///GO:0002526///GO:0007568///GO:0007568///GO:0006284///GO:0006284///GO:0006974///GO:0071276///GO:0043066///GO:1901291///GO:1901291///GO:0033683///GO:0033683///GO:0033158///GO:0033158///GO:0006355///GO:0006355///GO:0042493///GO:0032355///GO:0045471///GO:0051593///GO:0009416///GO:0006979///GO:0006979///GO:0009314///GO:0009314"	"GO:0005739///GO:0005739///GO:0016363///GO:0016363///GO:0016607///GO:0016607///GO:0005654///GO:0005654///GO:0005634///GO:0005634///GO:0043234///GO:0043234"	0.490754657466666	0.110457407733333	0.154355116133334	1.52555383411111	26.0410201138777	3.56975658100837e-06	0.000519194699092638	-1.63625922633737	2
254051	"sphingomyelin phosphodiesterase, acid-like 3A"	"Smpdl3a"	"294422"	""	""	""	"Rattus norvegicus sphingomyelin phosphodiesterase, acid-like 3A (Smpdl3a), mRNA"	"53850607"	"NM_001005539"	NA	NA	""	"20q11"	"Chromosome 20, NC_005119.4 (40779022..40800842)"	"phosphoric diester hydrolase activity///phosphoric diester hydrolase activity///NOT sphingomyelin phosphodiesterase activity///NOT sphingomyelin phosphodiesterase activity///zinc ion binding///zinc ion binding"	"nucleoside triphosphate catabolic process///nucleoside triphosphate catabolic process///NOT sphingomyelin catabolic process///NOT sphingomyelin catabolic process"	"extracellular exosome///extracellular exosome///extracellular region///extracellular region///extracellular space///extracellular space"	"GO:0008081///GO:0008081///NOT GO:0004767///NOT GO:0004767///GO:0008270///GO:0008270"	"GO:0009143///GO:0009143///NOT GO:0006685///NOT GO:0006685"	"GO:0070062///GO:0070062///GO:0005576///GO:0005576///GO:0005615///GO:0005615"	1.196060089	-0.561544361	-0.3248648978	1.36032210272222	25.9529464337616	3.64531271499826e-06	0.000522433298217851	-0.185658428176166	80
157035	"versican"	"Vcan"	"114122"	""	""	""	"Rattus norvegicus proteoglycan PG-M V3 isoform mRNA, partial cds"	"10445212"	"AY007691"	NA	NA	""	"2q12"	"Chromosome 2, NC_005101.4 (18490102..18587340, complement)"	"calcium ion binding///carbohydrate binding///extracellular matrix structural constituent///hyaluronic acid binding///hyaluronic acid binding///low-density lipoprotein particle binding///protein phosphatase binding"	"axon regeneration///cell adhesion///cell adhesion///central nervous system development///glial cell migration///glial cell migration///heart development///osteoblast differentiation///osteoblast differentiation///response to wounding///skeletal system development"	"cell surface///extracellular matrix///extracellular matrix///extracellular matrix///colocalizes_with extracellular matrix///extracellular region///extracellular space///extracellular space///intracellular membrane-bounded organelle///intracellular membrane-bounded organelle///membrane///membrane///proteinaceous extracellular matrix///proteinaceous extracellular matrix"	"GO:0005509///GO:0030246///GO:0005201///GO:0005540///GO:0005540///GO:0030169///GO:0019903"	"GO:0031103///GO:0007155///GO:0007155///GO:0007417///GO:0008347///GO:0008347///GO:0007507///GO:0001649///GO:0001649///GO:0009611///GO:0001501"	"GO:0009986///GO:0031012///GO:0031012///GO:0031012///colocalizes_with GO:0031012///GO:0005576///GO:0005615///GO:0005615///GO:0043231///GO:0043231///GO:0016020///GO:0016020///GO:0005578///GO:0005578"	3.8580621384	-1.456832651	-0.484748085399998	4.04675522166667	25.9331493732138	3.66254472726592e-06	0.000522697454648379	-0.0688892067601011	87
132032	"RFT1 homolog"	"Rft1"	"290552"	"RFT1 homolog (S. cerevisiae)"	"Rft1"	"Rn.32400"	"UI-R-BO0-aih-h-05-0-UI.s1 UI-R-BO0 Rattus norvegicus cDNA clone UI-R-BO0-aih-h-05-0-UI 3-, mRNA sequence"	"7166153"	"AW523768"	NA	NA	""	"16p16"	"Chromosome 16, NC_005115.4 (6712378..6746711)"	"lipid transporter activity"	"glycolipid translocation"	"endoplasmic reticulum membrane///integral component of membrane"	"GO:0005319"	"GO:0034203"	"GO:0005789///GO:0016021"	1.31940501053333	-0.923722444333333	-0.222828145733333	2.6111531275	25.8392319031477	3.7455624869232e-06	0.000530090730961807	-0.984799576233998	17
166026	"DNA damage-induced apoptosis suppressor"	"Ddias"	"499204"	"Similar to hypothetical protein FLJ25416"	"RGD1559690"	"Rn.14573"	"UI-R-BJ1-ata-g-08-0-UI.s10 UI-R-BJ1 Rattus norvegicus cDNA clone UI-R-BJ1-ata-g-08-0-UI 3-, mRNA sequence"	"45197682"	"CK842667"	NA	NA	""	"1q32"	"Chromosome 1, NC_005100.4 (157675754..157700064, complement)"	""	"cellular response to DNA damage stimulus///cellular response to UV///cellular response to cytokine stimulus///cellular response to gamma radiation///cellular response to hydroperoxide///hemopoiesis///mitotic cell cycle arrest///negative regulation of fibroblast apoptotic process///spermatid development"	"cytoplasm///nucleus"	""	"GO:0006974///GO:0034644///GO:0071345///GO:0071480///GO:0071447///GO:0030097///GO:0071850///GO:2000270///GO:0007286"	"GO:0005737///GO:0005634"	0.582972864266667	-0.215541401266667	0.0347683583333334	0.504070600222222	25.6253986167018	3.9426622964564e-06	0.000543077780573091	0.209802919612997	79
